player_id,team_id,player_name,team,plus_minus,ortg,fic,tsp,efgp,fgp,drtg
173,11,Tim Hardaway,Atlanta Hawks,3.5,108.3333333,5.84375,0.55714051,0.534717482,0.462369112,107.6666667
182,11,Ryan Kelly,Atlanta Hawks,3.25,77.25,2.3125,0.731481481,0.666666667,0.5,87.5
235,11,Thabo Sefolosha,Atlanta Hawks,4.9,119.5,10.55,0.607481306,0.604583333,0.574722222,96.1
236,11,Kyle Korver,Atlanta Hawks,-1.666666667,104.6666667,7.083333333,0.630582222,0.624000421,0.475547138,103.5
237,11,Paul Millsap,Atlanta Hawks,1.916666667,103.8333333,14.03125,0.524520851,0.474164683,0.429678464,97.91666667
242,11,Dennis Schroder,Atlanta Hawks,-4.083333333,95.25,8.239583333,0.476026408,0.42837088,0.38334007,105.6666667
243,11,Mike Muscala,Atlanta Hawks,2.916666667,118,7.145833333,0.659268911,0.611891234,0.559839466,103.5833333
244,11,Kent Bazemore,Atlanta Hawks,-3.333333333,81.5,4.864583333,0.357123909,0.304460354,0.267756549,101.25
269,11,Dwight Howard,Atlanta Hawks,-2.545454545,105.1818182,14.85227273,0.549410931,0.555394858,0.555394858,95.36363636
33862,11,Edy Tavares,Atlanta Hawks,6,75,1.25,0.531914894,1,1,78
66574,11,Taurean Waller-Prince,Atlanta Hawks,-1.142857143,89.28571429,3.857142857,0.623898751,0.546666667,0.463333333,100.2857143
66577,11,Malcolm Delaney,Atlanta Hawks,5.333333333,96.5,3.822916667,0.465998591,0.405735931,0.359902597,105.5833333
66578,11,DeAndre Bembry,Atlanta Hawks,1.8,82,0.9,0.645833333,0.645833333,0.645833333,103.6
70,12,Kemba Walker,Charlotte Hornets,3.4,125.3,18.8125,0.668275882,0.642765152,0.532035486,107.1
74,12,Cody Zeller,Charlotte Hornets,4,121,9.777777778,0.59417446,0.570502646,0.570502646,105
75,12,Marvin Williams,Charlotte Hornets,0.555555556,98,6.652777778,0.492487791,0.461399403,0.364095781,110
76,12,Michael Kidd-Gilchrist,Charlotte Hornets,-1,119.8888889,9.083333333,0.583461203,0.534781268,0.534781268,107.2222222
